Sample Number,Sample Date,Start Time,Sample Location,Class,Genus,Species,Density,Biovolume,Counted
349,4/25/2018,22:01,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,153391.5949,5675489.01,87
412,8/1/2017,9:10,Interior,Bacillariophyta,Melosira,Melosira varians,10578.73068,5670199.645,4
318,8/8/2017,21:16,Interior,Cyanobacteria,Limnothrix,Limnothrix sp.,628318.75,5654868.75,66
337,4/20/2018,8:53,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,125663.75,5654868.75,110
357,4/26/2018,4:33,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,15868.09602,5649042.183,9
481,4/26/2018,5:13,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,8815.608901,5615542.87,4
11,7/31/2017,18:05,Breach,Bacillariophyta,Cymbella,Cymbella sp.,26446.8267,5606727.261,10
92,8/8/2017,14:25,Breach,Bacillariophyta,Fragilaria,Fragilaria crotonensis,7333.40628,5602722.398,44
420,8/1/2017,16:15,Interior,Bacillariophyta,Caloneis,Caloneis sp.,9519.981061,5578708.902,1
173.1,4/26/2018,5:29,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,70524.8712,5571464.825,24
410,8/1/2017,3:02,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,35262.4356,5571464.825,4
92,8/8/2017,14:25,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,9519.981061,5569188.92,4
406,8/1/2017,2:06,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,9519.981061,5559668.939,1
328,4/19/2018,22:04,Interior,Cyanobacteria,Oscillatoria,Oscillatoria spp.,290915.0937,5527386.781,220
42,8/1/2017,9:54,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5527386.781,10
150.3,4/25/2018,15:33,Breach,Chlorophyta,Scenedesmus,Scenedesmus sp.,70524.8712,5500939.954,16
484,4/26/2018,5:08,Interior,Bacillariophyta,Fragilaria,Fragilaria crotonensis,8000.079578,5472054.432,36
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Encyonema,Encyonema sp.,10578.73068,5458625.031,2
317,8/8/2017,20:25,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,5421599.474,3
12,7/31/2017,18:30,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,22847.95455,5414965.227,6
424,8/8/2017,1:06,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,38079.92424,5407349.242,4
448,4/19/2018,16:30,Interior,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5395152.647,15
457,4/20/2018,4:23,Interior,Bacillariophyta,Encyonema,Encyonema sp.,15868.09602,5395152.647,24
91,8/8/2017,13:58,Breach,Bacillariophyta,Synedra,Synedra spp.,10578.73068,5395152.647,8
349,4/25/2018,22:01,Breach,Bacillariophyta,Synedra,Synedra spp.,10578.73068,5363416.455,6
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Navicula,Navicula sp.,35262.4356,5359890.212,8
11,7/31/2017,18:05,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,28559.94318,5340709.375,10
150.2,4/25/2018,15:33,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,31736.19204,5331680.263,12
426,8/8/2017,1:32,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,38079.92424,5331189.394,4
11,7/31/2017,18:05,Breach,Bacillariophyta,Diploneis,Diploneis sp.,14279.97159,5326429.403,5
119.1,4/19/2018,23:10,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,34271.93182,5312149.432,12
413,8/1/2017,9:29,Interior,Bacillariophyta,Caloneis,Caloneis sp.,9519.981061,5312149.432,1
91,8/8/2017,13:58,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,31736.19204,5299944.071,24
411,8/1/2017,3:15,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,5274069.508,1
445,4/19/2018,15:50,Interior,Chlorophyta,Pediastrum,Pediastrum duplex,84629.84545,5247050.418,80
106.1,4/19/2018,15:08,Breach,Bacillariophyta,Cymbella,Cymbella sp.,21157.46136,5247050.418,4
437,8/8/2017,14:26,Interior,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5236471.687,3
460,4/20/2018,3:21,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,5236471.687,8
407,8/1/2017,2:23,Interior,Bacillariophyta,Encyonema,Encyonema sp.,17631.2178,5236471.687,2
337,4/20/2018,8:53,Breach,Bacillariophyta,Diploneis,Diploneis sp.,15868.09602,5236471.687,15
405,7/31/2017,23:47,Interior,Bacillariophyta,Encyonema,Encyonema sp.,28559.94318,5226469.602,3
364,4/26/2018,10:55,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,17631.2178,5218840.469,4
451,4/19/2018,22:50,Interior,Bacillariophyta,Fragilaria,Fragilaria crotonensis,8000.079578,5216051.885,60
337,4/20/2018,8:53,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,34271.93182,5209333.636,30
417,8/1/2017,15:28,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,8815.608901,5201209.251,1
427,8/8/2017,1:44,Interior,Bacillariophyta,Cymbella,Cymbella sp.,17631.2178,5183578.034,2
352,4/25/2018,22:29,Interior,Bacillariophyta,Epithemia,Epithemia sp.,14279.97159,5169349.716,4
52,8/1/2017,15:20,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,132234.1335,5157131.207,125
431,8/8/2017,7:33,Interior,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5157131.207,3
331,4/20/2018,3:47,Breach,Bacillariophyta,Surirella,Surirella ovata,5711.988636,5135077.784,4
415,8/1/2017,10:00,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,5130684.38,2
173.3,4/26/2018,5:29,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,91391.81818,5117941.818,64
445,4/19/2018,15:50,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,11423.97727,5117941.818,10
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,8815.608901,5113053.162,2
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,26446.8267,5104237.553,10
460,4/20/2018,3:21,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,14279.97159,5083669.886,4
460,4/20/2018,3:21,Interior,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,634723.8408,5077790.727,192
127.1,4/20/2018,4:05,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,42314.92272,5077790.727,8
438,8/8/2017,14:37,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,5064629.924,1
472,4/25/2018,15:52,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,21157.46136,5056633.265,10
161.1,4/25/2018,20:35,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5051343.9,12
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Surirella,Surirella ovata,5711.988636,5049397.955,3
316,8/8/2017,20:09,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,17631.2178,5042528.291,2
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5024897.073,25
312,8/8/2017,7:13,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,17631.2178,5024897.073,2
65,8/8/2017,1:10,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,1903.996212,5022742.008,4
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,31736.19204,5014318.343,6
118.2,4/19/2018,22:19,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,47604.28806,4998450.247,18
411,8/1/2017,3:15,Interior,Bacillariophyta,Surirella,Surirella sp.,9519.981061,4978950.095,1
135.1,4/20/2018,9:05,Breach,Bacillariophyta,Surirella,Surirella ovata,5711.988636,4975142.102,1
126.3,4/20/2018,2:57,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,26446.8267,4972003.42,10
361,4/26/2018,10:32,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,21157.46136,4972003.42,24
306,8/1/2017,14:07,Breach,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4972003.42,1
429,8/8/2017,7:09,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,28559.94318,4969430.114,3
357,4/26/2018,4:33,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,31736.19204,4950845.959,18
437,8/8/2017,14:26,Interior,Cyanobacteria,Planktothrix,Planktothrix sp.,290915.0937,4945556.593,33
304,8/1/2017,9:20,Breach,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4945556.593,1
365,4/26/2018,11:04,Interior,Bacillariophyta,Navicula,Navicula sp.,35262.4356,4936740.984,6
418,8/1/2017,15:45,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35262.4356,4936740.984,4
404,7/31/2017,18:50,Interior,Bacillariophyta,Cymbella,Cymbella sp.,17631.2178,4936740.984,2
475,4/25/2018,21:06,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,114602.9157,4927925.375,65
435,8/8/2017,14:03,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,4912310.227,1
322,4/19/2018,17:20,Interior,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,978532.588,4892662.94,296
435,8/8/2017,14:03,Interior,Bacillariophyta,Cymbella,Cymbella sp.,17631.2178,4883847.331,2
331,4/20/2018,3:47,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,243310.8057,4866216.113,184
118.2,4/19/2018,22:19,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,121655.4028,4866216.113,46
343,4/25/2018,15:02,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,121655.4028,4866216.113,115
407,8/1/2017,2:23,Interior,Pyrrophyta,Peridinium,Peridinium sp.,8815.608901,4848584.895,1
106.1,4/19/2018,15:08,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,91391.81818,4843766.364,16
103,8/8/2017,20:00,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,253889.5363,4823901.19,288
127.3,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus sp.,63472.38408,4823901.19,12
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Pinnularia,Pinnularia sp.,5711.988636,4803782.443,2
400,7/31/2017,17:54,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,4795691.242,2
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,31736.19204,4792164.998,6
328,4/19/2018,22:04,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,31736.19204,4792164.998,24
357,4/26/2018,4:33,Breach,Bacillariophyta,Epithemia,Epithemia sp.,11423.97727,4786646.477,6
302,8/1/2017,2:16,Breach,Bacillariophyta,Synedra,Synedra spp.,9519.981061,4769510.511,1
419,8/1/2017,15:58,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,8815.608901,4769244.415,1
118.3,4/19/2018,22:19,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,34271.93182,4763798.523,12
305,8/1/2017,11:17,Interior,Cyanobacteria,Dolicospermum,Dolicospermum sp.,264468.267,4760428.806,30
403,7/31/2017,18:35,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,105787.3068,4760428.806,12
448,4/19/2018,16:30,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,21157.46136,4760428.806,12
484,4/26/2018,5:08,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,17631.2178,4760428.806,6
119.1,4/19/2018,23:10,Breach,Bacillariophyta,Synedra,Synedra spp.,10578.73068,4760428.806,4
91,8/8/2017,13:58,Breach,Bacillariophyta,Encyonema,Encyonema sp.,10578.73068,4749850.076,8
343,4/25/2018,15:02,Breach,Bacillariophyta,Navicula,Navicula sp.,21157.46136,4739271.345,20
311,8/8/2017,6:44,Breach,Bacillariophyta,Synedra,Synedra spp.,9917.560013,4730676.126,3
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,4728692.614,6
300,7/31/2017,18:33,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,4725166.371,2
401,7/31/2017,18:12,Interior,Chlorophyta,Pediastrum,Pediastrum duplex,76159.84848,4721910.606,8
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,15868.09602,4696956.422,9
366,4/26/2018,11:12,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,114239.7727,4683830.682,60
307,8/1/2017,14:37,Interior,Bacillariophyta,Synedra,Synedra spp.,9519.981061,4683830.682,1
357,4/26/2018,4:33,Breach,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,4681088.326,9
358,4/26/2018,4:50,Interior,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,4649352.134,15
475,4/25/2018,21:06,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,26446.8267,4628194.673,15
477,4/25/2018,21:23,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,26446.8267,4628194.673,30
315,8/8/2017,14:35,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,85679.82955,4626710.795,9
92,8/8/2017,14:25,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,19039.96212,4626710.795,8
407,8/1/2017,2:23,Interior,Bacillariophyta,Synedra,Synedra spp.,9519.981061,4626710.795,1
104,8/8/2017,20:30,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,34271.93182,4592438.864,36
319,4/19/2018,16:36,Breach,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,13223.41335,4588524.433,1
150.3,4/25/2018,15:33,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,61709.2623,4566485.411,14
475,4/25/2018,21:06,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,61709.2623,4566485.411,35
427,8/8/2017,1:44,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4566485.411,2
460,4/20/2018,3:21,Interior,Bacillariophyta,Diploneis,Diploneis sp.,13223.41335,4548854.193,4
313,8/8/2017,7:29,Interior,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4548854.193,2
119.1,4/19/2018,23:10,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,42314.92272,4527696.731,16
339,4/20/2018,9:08,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,4522407.366,15
42,8/1/2017,9:54,Breach,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,13223.41335,4509183.953,5
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Surirella,Surirella ovata,5711.988636,4501047.045,2
315,8/8/2017,14:35,Interior,Bacillariophyta,Fragilaria,Fragilaria capucina,88156.08901,4495960.539,10
127.1,4/20/2018,4:05,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,37025.55738,4480092.443,7
314,8/8/2017,14:10,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4478329.321,2
425,8/8/2017,1:19,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,17631.2178,4478329.321,2
448,4/19/2018,16:30,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,31736.19204,4474803.078,18
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Encyonema,Encyonema sp.,11423.97727,4455351.136,4
302,8/1/2017,2:16,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,4436311.174,1
309,8/8/2017,1:04,Interior,Bacillariophyta,Surirella,Surirella sp.,8815.608901,4425435.668,1
429,8/8/2017,7:09,Interior,Chlorophyta,Crucigenia,Crucigenia quadrata,152319.697,4417271.212,16
315,8/8/2017,14:35,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,19039.96212,4417271.212,2
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,15868.09602,4411330.694,6
26,8/1/2017,1:49,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,274175.4545,4386807.273,192
358,4/26/2018,4:50,Interior,Bacillariophyta,Epithemia,Epithemia sp.,10578.73068,4379594.502,10
318,8/8/2017,21:16,Interior,Bacillariophyta,Navicula,Navicula sp.,17631.2178,4372542.015,2
400,7/31/2017,17:54,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4372542.015,2
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Surirella,Surirella ovata,5289.36534,4342568.944,1
118.1,4/19/2018,22:19,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,228479.5455,4341111.364,80
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,4331990.214,3
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,68543.86364,4318263.409,24
476,4/25/2018,21:15,Interior,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,4284385.926,15
415,8/1/2017,10:00,Interior,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4284385.926,1
451,4/19/2018,22:50,Interior,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4284385.926,5
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Cocconeis,Cocconeis placentula,5711.988636,4261143.523,5
417,8/1/2017,15:28,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,9519.981061,4255431.534,1
127.1,4/20/2018,4:05,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,605470.7955,4238295.568,106
92,8/8/2017,14:25,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,52893.6534,4231492.272,24
150.2,4/25/2018,15:33,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,4231492.272,10
481,4/26/2018,5:13,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4231492.272,8
448,4/19/2018,16:30,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,15868.09602,4205045.446,9
317,8/8/2017,20:25,Interior,Bacillariophyta,Navicula,Navicula sp.,17631.2178,4196229.837,2
12,7/31/2017,18:30,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,22847.95455,4181175.682,6
64,8/8/2017,0:48,Breach,Bacillariophyta,Cocconeis,Cocconeis placentula,5711.988636,4175463.693,4
334,4/20/2018,3:14,Interior,Bacillariophyta,Encyonema,Encyonema sp.,15868.09602,4173309.254,6
436,8/8/2017,14:16,Interior,Bacillariophyta,Encyonema,Encyonema sp.,9519.981061,4160231.723,1
334,4/20/2018,3:14,Interior,Bacillariophyta,Melosira,Melosira varians,5711.988636,4158327.727,2
466,4/20/2018,10:06,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,10578.73068,4157441.158,10
322,4/19/2018,17:20,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,26446.8267,4152151.792,8
338,4/20/2018,8:59,Breach,Bacillariophyta,Diploneis,Diploneis sp.,10578.73068,4146862.427,8
302,8/1/2017,2:16,Breach,Bacillariophyta,Navicula,Navicula sp.,17631.2178,4143336.183,2
469,4/25/2018,15:22,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,58183.01874,4130994.331,44
308,8/8/2017,0:22,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4125704.965,2
407,8/1/2017,2:23,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,8815.608901,4116889.357,1
463,4/20/2018,9:36,Interior,Chlorophyta,Pediastrum,Pediastrum duplex,91391.81818,4112631.818,80
361,4/26/2018,10:32,Breach,Bacillariophyta,Diploneis,Diploneis sp.,10578.73068,4104547.504,12
402,7/31/2017,18:25,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,33058.53338,4099258.139,1
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,95208.57613,4093968.773,90
442,8/8/2017,20:48,Interior,Chlorophyta,Crucigenia,Crucigenia quadrata,141049.7424,4090442.53,16
163.1,4/25/2018,22:09,Breach,Chlorophyta,Scenedesmus,Scenedesmus acuminatus,70524.8712,4090442.53,16
476,4/25/2018,21:15,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,22847.95455,4089783.864,20
406,8/1/2017,2:06,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,9519.981061,4084071.875,1
309,8/8/2017,1:04,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,8815.608901,4081626.921,1
484,4/26/2018,5:08,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,4072811.312,6
310,8/8/2017,1:24,Interior,Bacillariophyta,Synedra,Synedra spp.,8815.608901,4072811.312,1
352,4/25/2018,22:29,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,39670.24005,4046364.485,12
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,15868.09602,4046364.485,3
357,4/26/2018,4:33,Breach,Bacillariophyta,Neidium,Neidium sp.,11423.97727,4032663.977,6
343,4/25/2018,15:02,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,15868.09602,3998760.197,15
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Surirella,Surirella sp.,5711.988636,3998392.045,1
127.2,4/20/2018,4:05,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,26446.8267,3993470.832,10
338,4/20/2018,8:59,Breach,Bacillariophyta,Encyonema,Encyonema sp.,10578.73068,3988181.467,8
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,3984655.223,4
127.2,4/20/2018,4:05,Breach,Chlorophyta,Oocystis parva,Oocystis parva,21157.46136,3977602.736,8
127.3,4/20/2018,4:05,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,10578.73068,3977602.736,2
421,8/1/2017,16:27,Interior,Bacillariophyta,Epithemia,Epithemia sp.,9519.981061,3969832.102,1
412,8/1/2017,9:10,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,39670.24005,3967024.005,15
477,4/25/2018,21:23,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,3967024.005,20
64,8/8/2017,0:48,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,15868.09602,3967024.005,12
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Surirella,Surirella sp.,5289.36534,3956445.275,1
448,4/19/2018,16:30,Interior,Bacillariophyta,Surirella,Surirella ovata,5711.988636,3941272.159,3
12,7/31/2017,18:30,Breach,Bacillariophyta,Diploneis,Diploneis sp.,10578.73068,3935287.813,3
136.1,4/20/2018,9:40,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,45695.90909,3929848.182,16
477,4/25/2018,21:23,Interior,Bacillariophyta,Fragilaria,Fragilaria crotonensis,6000.059684,3912038.914,90
417,8/1/2017,15:28,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,9519.981061,3884152.273,1
150.2,4/25/2018,15:33,Breach,Pyrrophyta,Peridinium,Peridinium sp.,10578.73068,3882394.16,4
63,8/8/2017,0:36,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,96971.69791,3878867.916,11
118.2,4/19/2018,22:19,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5711.988636,3855592.33,2
470,4/25/2018,15:26,Interior,Cyanobacteria,Oscillatoria,Oscillatoria spp.,349098.1125,3840079.237,132
427,8/8/2017,1:44,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,26446.8267,3834789.872,3
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5711.988636,3821320.398,2
118.1,4/19/2018,22:19,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,100497.9415,3818921.776,38
304,8/1/2017,9:20,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,17631.2178,3808343.045,2
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Cymbella,Cymbella sp.,15868.09602,3808343.045,3
92,8/8/2017,14:25,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,76159.84848,3807992.424,32
481,4/26/2018,5:13,Interior,Bacillariophyta,Cymbella,Cymbella sp.,19039.96212,3807992.424,8
319,4/19/2018,16:36,Breach,Bacillariophyta,Aulacoseira,Aulacoseira granulata,4000.039789,3800037.8,4
91,8/8/2017,13:58,Breach,Bacillariophyta,Bacillaria,Bacillaria paradoxa,28559.94318,3798472.443,20
322,4/19/2018,17:20,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,28559.94318,3798472.443,8
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,3792474.949,6
472,4/25/2018,15:52,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,21157.46136,3766028.122,10
65,8/8/2017,1:10,Breach,Bacillariophyta,Synedra,Synedra spp.,7052.48712,3766028.122,16
442,8/8/2017,20:48,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,3755449.392,2
340,4/20/2018,9:29,Interior,Bacillariophyta,Navicula,Navicula sp.,21157.46136,3744870.661,16
309,8/8/2017,1:04,Interior,Bacillariophyta,Cymbella,Cymbella sp.,17631.2178,3737818.174,2
442,8/8/2017,20:48,Interior,Bacillariophyta,Epithemia,Epithemia sp.,8815.608901,3737818.174,1
429,8/8/2017,7:09,Interior,Bacillariophyta,Epithemia,Epithemia sp.,9519.981061,3731832.576,1
