quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2013",1,2013,68.45,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.04","27.00","3.46"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2010",1,2010,102.16,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.12","31.00","5.29"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2007",3,2007,132.08,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19.48","62.00","5.20"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2014",3,2014,57.4,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17.72","25.33","6.11"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2003",3,2003,161.92,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32.61","73.33","7.57"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2010",3,2010,96.39,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.95","37.00","4.36"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2005",3,2005,163.62,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26.82","70.00","5.20"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2011",3,2011,123.09,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.83","43.00","3.61"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2000",3,2000,252.61,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37.73","113.67","8.74"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2012",5,2012,74.25,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21.30","37.67","5.13"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2003",5,2003,183.84,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18.37","69.33","11.50"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2005",5,2005,164.67,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.98","61.00","4.00"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2010",7,2010,135.72,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21.86","50.33","1.15"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2012",7,2012,58.02,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.90","28.67","2.31"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2001",7,2001,409.16,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","50.00","112.67","16.56"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"8/1/1999",8,1999,363.06,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","55.85","81.33","12.74"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2013",9,2013,78.94,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15.29","24.67","2.52"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2010",9,2010,131.97,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18.87","45.67","1.53"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2011",9,2011,119.61,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.23","46.33","4.62"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2012",9,2012,71.23,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.59","29.67","3.21"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2009",9,2009,118.91,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31.17","43.00","12.17"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2014",1,2014,53.27,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.58","20.00","3.46"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"11/1/2013",11,2013,63.49,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.22","24.33","2.52"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2014",5,2014,53.21,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19.22","25.00","9.54"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2013",7,2013,59.91,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10.69","27.33","4.04"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2009",3,2009,147.72,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28.35","72.33","10.26"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2008",9,2008,147.33,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36.06","42.00","10.15"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2010",5,2010,96.22,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.36","42.67","3.06"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2008",7,2008,276.77,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","89.52","69.00","16.46"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2013",5,2013,46.3,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.39","27.33","2.31"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2008",3,2008,144.84,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17.78","55.67","7.51"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2012",3,2012,61.1,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.01","31.00","17.09"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2001",1,2001,367.33,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29.19","92.33","2.52"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"11/1/2004",11,2004,196.83,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","23.34","52.67","3.21"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2006",9,2006,194.41,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.67","58.00","5.00"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2002",9,2002,153.15,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.49","56.33","4.04"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2001",9,2001,324.79,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.33","94.00","6.00"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2007",1,2007,187.5,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21.85","45.67","4.93"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/1999",9,1999,326.72,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.69","69.33","4.16"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2002",7,2002,254.22,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34.17","95.67","10.21"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2006",7,2006,162.17,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.35","54.00","0.00"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2004",7,2004,260.38,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","35.64","72.33","7.09"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"9/1/2005",9,2005,178.2,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24.28","53.67","7.09"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"7/1/2003",7,2003,153.33,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.23","52.00","7.81"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2013",3,2013,59.33,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.48","37.33","1.15"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"3/1/2004",3,2004,191.32,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.65","53.67","5.03"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"1/1/2009",1,2009,171.37,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.07","52.00","9.54"
"TS_Ph3","Everglades","Everglades","NA",429708,25.25241,-80.66272,"NA",0,"5/1/2002",5,2002,189.84,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,23,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37.13","78.33","9.07"
"2C","Everglades","Everglades","NA",431648,25.25259,-80.60853,"NA",0,"10/1/2014",10,2014,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"2C","Everglades","Everglades","NA",431648,25.25259,-80.60853,"NA",0,"10/1/2015",10,2015,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"4C","Everglades","Everglades","NA",435628,25.25273,-80.47009,"NA",0,"10/1/2014",10,2014,14.78,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.60","4.33","7.51"
"4C","Everglades","Everglades","NA",435628,25.25273,-80.47009,"NA",0,"10/1/2015",10,2015,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"3S","Everglades","Everglades","NA",451169,25.25548,-80.55389,"NA",0,"10/1/2015",10,2015,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"3S","Everglades","Everglades","NA",451169,25.25548,-80.55389,"NA",0,"10/1/2014",10,2014,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"1C","Everglades","Everglades","NA",494478,25.26273,-80.74483,"NA",0,"10/1/2015",10,2015,17.86,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.11","2.67","3.06"
"1C","Everglades","Everglades","NA",494478,25.26273,-80.74483,"NA",0,"10/1/2014",10,2014,1.54,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.67","0.33","0.58"
"2N","Everglades","Everglades","NA",498440,25.26298,-80.61198,"NA",0,"10/1/2015",10,2015,188.24,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","55.10","27.33","6.35"
"2N","Everglades","Everglades","NA",498440,25.26298,-80.61198,"NA",0,"10/1/2014",10,2014,266.63,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","161.00","48.33","24.11"
"3C","Everglades","Everglades","NA",524998,25.26678,-80.55595,"NA",0,"10/1/2015",10,2015,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"3C","Everglades","Everglades","NA",524998,25.26678,-80.55595,"NA",0,"10/1/2014",10,2014,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"1N","Everglades","Everglades","NA",563047,25.27325,-80.74265,"NA",0,"10/1/2015",10,2015,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"1N","Everglades","Everglades","NA",563047,25.27325,-80.74265,"NA",0,"10/1/2014",10,2014,0,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00","0.00","0.00"
"4N","Everglades","Everglades","NA",569225,25.27328,-80.47347,"NA",0,"10/1/2015",10,2015,160.55,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","55.75","40.00","9.17"
"4N","Everglades","Everglades","NA",569225,25.27328,-80.47347,"NA",0,"10/1/2014",10,2014,54.55,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","67.30","49.67","7.51"
"3N","Everglades","Everglades","NA",597077,25.27775,-80.55569,"NA",0,"10/1/2015",10,2015,160.86,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","59.93","29.00","9.64"
"3N","Everglades","Everglades","NA",597077,25.27775,-80.55569,"NA",0,"10/1/2014",10,2014,164.76,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31.10","39.00","6.24"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"2/1/1998",2,1998,333.9,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.93","80.00","5.57"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"2/1/1999",2,1999,328.48,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","49.12","90.00","14.73"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"2/1/2005",2,2005,127.09,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11.68","41.67","1.53"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"10/1/2006",10,2006,148.58,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16.37","40.67","3.21"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"12/1/2006",12,2006,132.59,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.17","35.33","4.04"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"12/1/2002",12,2002,158.03,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.63","59.67","2.08"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"12/1/2003",12,2003,124.7,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16.02","41.67","7.23"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"12/1/1998",12,1998,294.93,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15.23","71.33","6.66"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"2/1/2000",2,2000,271.27,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","42.60","83.33","8.62"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"2/1/2004",2,2004,165.01,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.65","45.00","3.00"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"4/1/2003",4,2003,131.71,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19.81","75.33","9.07"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"4/1/2005",4,2005,145.69,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17.56","47.67","4.04"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"4/1/1998",4,1998,258.64,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","56.54","84.00","9.00"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"4/1/2000",4,2000,277.38,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","39.59","107.33","10.26"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"4/1/2001",4,2001,254.18,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61.89","100.33","11.55"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"6/1/1999",6,1999,460.29,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","175.63","108.33","10.26"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"6/1/2006",6,2006,153.02,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32.10","47.33","4.51"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"6/1/1998",6,1998,342.37,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15.13","99.67","14.19"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"8/1/2006",8,2006,159.6,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.21","47.00","4.36"
"TS_Ph5","Everglades","Everglades","NA",707950,25.29478,-80.52024,"NA",0,"10/1/2004",10,2004,153.7,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.85","49.33","3.06"
